UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference,Average Temperature,Power,Downtime_Hours,Maintenance_Cost
8281,L55460,1,298.8,310.6,1602,39.1,211,0,0,0,0,0,0,11.800000000000011,304.70000000000005,62638.200000000004,0.12,1185.33
8282,H37695,0,298.9,310.6,1519,38.8,213,0,0,0,0,0,0,11.700000000000045,304.75,58937.2,0.23,1257.9
8283,M23142,2,298.9,310.7,1638,33.6,218,0,0,0,0,0,0,11.800000000000011,304.79999999999995,55036.8,0.21,1416.93
8284,H37697,0,298.9,310.6,1615,33.0,221,0,0,0,0,0,0,11.700000000000045,304.75,53295.0,0.29,1328.64
8285,L55464,1,298.8,310.6,1651,33.3,0,0,0,0,0,0,0,11.800000000000011,304.70000000000005,54978.299999999996,0.2,256.33
8286,L55465,1,298.9,310.6,1387,52.7,2,0,0,0,0,0,0,11.700000000000045,304.75,73094.90000000001,0.09,0.0
8287,M23146,2,298.8,310.5,1678,32.8,4,0,0,0,0,0,0,11.699999999999989,304.65,55038.399999999994,0.12,246.81
8288,L55467,1,298.9,310.6,1585,38.1,7,0,0,0,0,0,0,11.700000000000045,304.75,60388.5,0.03,0.0
8289,M23148,2,298.8,310.6,1640,33.8,9,0,0,0,0,0,0,11.800000000000011,304.70000000000005,55431.99999999999,0.28,188.16
8290,L55469,1,298.9,310.6,1406,43.8,12,0,0,0,0,0,0,11.700000000000045,304.75,61582.799999999996,0.04,0.0
8291,M23150,2,298.9,310.6,1679,35.8,14,0,0,0,0,0,0,11.700000000000045,304.75,60108.2,0.16,47.31
8292,L55471,1,298.9,310.5,1717,26.9,17,0,0,0,0,0,0,11.600000000000023,304.7,46187.299999999996,0.12,132.78
8293,H37706,0,298.9,310.5,1429,39.9,19,0,0,0,0,0,0,11.600000000000023,304.7,57017.1,0.04,359.79
8294,M23153,2,298.9,310.4,1533,44.4,24,0,0,0,0,0,0,11.5,304.65,68065.2,0.09,113.5
8295,M23154,2,298.9,310.5,1525,38.5,27,0,0,0,0,0,0,11.600000000000023,304.7,58712.5,0.19,0.0
8296,L55475,1,298.9,310.4,1739,26.3,30,0,0,0,0,0,0,11.5,304.65,45735.700000000004,0.01,214.82
8297,L55476,1,298.9,310.3,1436,39.0,32,0,0,0,0,0,0,11.400000000000034,304.6,56004.0,0.29,282.86
8298,M23157,2,298.8,310.2,1595,33.1,34,0,0,0,0,0,0,11.399999999999977,304.5,52794.5,0.27,562.22
8299,H37712,0,298.7,310.1,1435,45.6,37,0,0,0,0,0,0,11.400000000000034,304.4,65436.0,0.03,151.84
8300,L55479,1,298.7,310.0,1637,31.8,42,0,0,0,0,0,0,11.300000000000011,304.35,52056.6,0.26,428.9
8301,L55480,1,298.7,310.1,1558,37.6,44,0,0,0,0,0,0,11.400000000000034,304.4,58580.8,0.1,499.6
8302,M23161,2,298.7,310.1,1644,34.1,46,0,0,0,0,0,0,11.400000000000034,304.4,56060.4,0.02,342.66
8303,L55482,1,298.7,310.1,1641,31.1,49,0,0,0,0,0,0,11.400000000000034,304.4,51035.100000000006,0.09,148.04
8304,L55483,1,298.8,310.2,1504,41.0,51,0,0,0,0,0,0,11.399999999999977,304.5,61664.0,0.24,330.11
8305,M23164,2,298.7,310.1,1506,50.7,53,0,0,0,0,0,0,11.400000000000034,304.4,76354.2,0.2,197.47
8306,H37719,0,298.8,310.1,1380,44.0,56,0,0,0,0,0,0,11.300000000000011,304.45000000000005,60720.0,0.07,740.48
8307,M23166,2,298.7,310.1,1549,42.5,61,0,0,0,0,0,0,11.400000000000034,304.4,65832.5,0.22,395.59
8308,M23167,2,298.7,310.1,1402,69.7,64,1,0,0,1,0,0,11.400000000000034,304.4,97719.40000000001,6.5,6995.47
8309,L55488,1,298.7,310.1,1401,45.3,67,0,0,0,0,0,0,11.400000000000034,304.4,63465.299999999996,0.22,475.16
8310,M23169,2,298.7,310.0,1459,40.2,69,0,0,0,0,0,0,11.300000000000011,304.35,58651.8,0.16,343.02
8311,L55490,1,298.7,309.9,1465,39.7,72,0,0,0,0,0,0,11.199999999999989,304.29999999999995,58160.50000000001,0.25,613.23
8312,M23171,2,298.8,310.0,1295,52.7,74,0,0,0,0,0,0,11.199999999999989,304.4,68246.5,0.19,511.0
8313,M23172,2,298.8,310.0,1529,38.5,77,0,0,0,0,0,0,11.199999999999989,304.4,58866.5,0.04,545.28
8314,M23173,2,298.8,310.0,1484,44.9,80,0,0,0,0,0,0,11.199999999999989,304.4,66631.59999999999,0.24,762.16
8315,L55494,1,298.8,309.9,1739,30.6,83,0,0,0,0,0,0,11.099999999999966,304.35,53213.4,0.1,426.48
8316,H37729,0,298.7,309.8,1422,40.7,85,0,0,0,0,0,0,11.100000000000023,304.25,57875.4,0.21,419.01
8317,L55496,1,298.8,309.8,1463,40.0,90,0,0,0,0,0,0,11.0,304.3,58520.0,0.2,470.43
8318,L55497,1,298.7,309.7,1667,30.4,92,0,0,0,0,0,0,11.0,304.2,50676.799999999996,0.1,217.63
8319,H37732,0,298.7,309.7,1565,39.3,94,0,0,0,0,0,0,11.0,304.2,61504.49999999999,0.05,478.83
8320,L55499,1,298.7,309.7,1393,45.7,99,0,0,0,0,0,0,11.0,304.2,63660.100000000006,0.21,703.23
8321,M23180,2,298.8,309.7,1453,47.7,101,0,0,0,0,0,0,10.899999999999977,304.25,69308.1,0.25,583.58
8322,L55501,1,298.8,309.6,1442,50.0,104,0,0,0,0,0,0,10.800000000000011,304.20000000000005,72100.0,0.25,580.45
8323,L55502,1,298.7,309.6,1364,44.9,106,0,0,0,0,0,0,10.900000000000034,304.15,61243.6,0.19,717.59
8324,H37737,0,298.7,309.5,1453,40.4,108,0,0,0,0,0,0,10.800000000000011,304.1,58701.2,0.07,515.21
8325,M23184,2,298.7,309.5,1394,46.0,113,0,0,0,0,0,0,10.800000000000011,304.1,64124.0,0.09,623.06
8326,M23185,2,298.7,309.5,1500,38.8,116,0,0,0,0,0,0,10.800000000000011,304.1,58199.99999999999,0.23,754.92
8327,H37740,0,298.6,309.5,1523,34.2,119,0,0,0,0,0,0,10.899999999999977,304.05,52086.600000000006,0.12,752.31
8328,M23187,2,298.7,309.6,1254,57.1,124,0,0,0,0,0,0,10.900000000000034,304.15,71603.40000000001,0.22,755.21
8329,L55508,1,298.6,309.5,1325,52.2,127,0,0,0,0,0,0,10.899999999999977,304.05,69165.0,0.09,651.69
8330,L55509,1,298.8,309.7,1424,49.6,129,0,0,0,0,0,0,10.899999999999977,304.25,70630.40000000001,0.0,362.73
8331,L55510,1,298.8,309.7,1505,39.0,131,0,0,0,0,0,0,10.899999999999977,304.25,58695.0,0.18,827.45
8332,M23191,2,298.8,309.7,1392,48.7,133,0,0,0,0,0,0,10.899999999999977,304.25,67790.40000000001,0.18,858.3
8333,L55512,1,298.8,309.7,1529,44.0,136,0,0,0,0,0,0,10.899999999999977,304.25,67276.0,0.19,843.35
8334,M23193,2,298.8,309.7,1477,48.5,138,0,0,0,0,0,0,10.899999999999977,304.25,71634.5,0.08,1056.78
8335,M23194,2,298.8,309.7,1459,47.3,141,0,0,0,0,0,0,10.899999999999977,304.25,69010.7,0.24,969.42
8336,M23195,2,299.0,309.8,2240,15.9,144,0,0,0,0,0,0,10.800000000000011,304.4,35616.0,0.15,846.53
8337,L55516,1,298.9,309.7,1449,48.8,147,0,0,0,0,0,0,10.800000000000011,304.29999999999995,70711.2,0.23,1039.87
8338,M23197,2,298.8,309.7,1589,35.3,149,0,0,0,0,0,0,10.899999999999977,304.25,56091.7,0.18,1241.93
8339,L55518,1,298.8,309.7,1740,28.5,152,0,0,0,0,0,0,10.899999999999977,304.25,49590.0,0.12,917.91
8340,M23199,2,298.8,309.7,1499,40.3,154,0,0,0,0,0,0,10.899999999999977,304.25,60409.7,0.2,636.48
8341,M23200,2,298.8,309.7,1480,38.1,157,0,0,0,0,0,0,10.899999999999977,304.25,56388.0,0.17,1019.81
8342,L55521,1,298.8,309.7,1751,29.6,160,0,0,0,0,0,0,10.899999999999977,304.25,51829.600000000006,0.15,818.11
8343,L55522,1,298.7,309.7,1510,40.6,162,0,0,0,0,0,0,11.0,304.2,61306.0,0.19,711.63
8344,H37757,0,298.8,309.8,1437,48.2,164,0,0,0,0,0,0,11.0,304.3,69263.40000000001,0.03,1104.63
8345,L55524,1,298.8,309.7,1609,40.4,169,0,0,0,0,0,0,10.899999999999977,304.25,65003.6,0.27,1337.22
8346,H37759,0,298.8,309.8,1490,35.9,171,0,0,0,0,0,0,11.0,304.3,53491.0,0.1,819.22
8347,L55526,1,298.7,309.7,1601,35.7,176,0,0,0,0,0,0,11.0,304.2,57155.700000000004,0.07,815.21
8348,L55527,1,298.7,309.6,1665,31.1,178,0,0,0,0,0,0,10.900000000000034,304.15,51781.5,0.23,1144.03
8349,M23208,2,298.7,309.6,1452,42.7,180,0,0,0,0,0,0,10.900000000000034,304.15,62000.4,0.07,837.22
8350,M23209,2,298.7,309.5,1487,33.6,183,0,0,0,0,0,0,10.800000000000011,304.1,49963.200000000004,0.3,1194.74
8351,M23210,2,298.7,309.6,1382,48.1,186,0,0,0,0,0,0,10.900000000000034,304.15,66474.2,0.13,953.02
8352,M23211,2,298.7,309.6,1686,26.2,189,0,0,0,0,0,0,10.900000000000034,304.15,44173.2,0.09,974.94
8353,L55532,1,298.6,309.6,1491,36.9,192,0,0,0,0,0,0,11.0,304.1,55017.9,0.02,769.35
8354,L55533,1,298.7,309.6,1442,55.6,194,0,0,0,0,0,0,10.900000000000034,304.15,80175.2,0.01,1104.03
8355,L55534,1,298.6,309.6,1390,50.3,196,0,0,0,0,0,0,11.0,304.1,69917.0,0.03,1190.57
8356,L55535,1,298.7,309.6,1502,46.7,198,0,0,0,0,0,0,10.900000000000034,304.15,70143.40000000001,0.0,974.97
8357,M23216,2,298.6,309.6,1344,59.4,200,0,0,0,0,0,0,11.0,304.1,79833.59999999999,0.1,1094.56
8358,L55537,1,298.5,309.5,1385,46.3,203,1,1,0,0,0,0,11.0,304.0,64125.49999999999,3.44,4549.37
8359,L55538,1,298.7,309.7,1547,37.4,0,0,0,0,0,0,0,11.0,304.2,57857.799999999996,0.13,130.29
8360,M23219,2,298.6,309.6,1525,42.4,2,0,0,0,0,0,0,11.0,304.1,64660.0,0.07,339.43
8361,L55540,1,298.6,309.6,1540,35.8,5,0,0,0,0,0,0,11.0,304.1,55131.99999999999,0.02,0.0
8362,L55541,1,298.6,309.5,1450,44.3,7,0,0,0,0,0,0,10.899999999999977,304.05,64234.99999999999,0.02,184.14
8363,L55542,1,298.6,309.6,1353,62.5,9,0,0,0,0,0,0,11.0,304.1,84562.5,0.05,77.87
8364,L55543,1,298.8,309.7,1582,45.0,11,0,0,0,0,0,0,10.899999999999977,304.25,71190.0,0.09,0.0
8365,L55544,1,298.9,309.8,1396,49.0,13,0,0,0,0,0,0,10.900000000000034,304.35,68404.0,0.04,442.06
8366,M23225,2,298.8,309.8,1551,36.6,15,0,0,0,0,0,0,11.0,304.3,56766.600000000006,0.11,542.78
8367,M23226,2,298.9,309.8,1836,22.8,18,0,0,0,0,0,0,10.900000000000034,304.35,41860.8,0.28,338.82
8368,L55547,1,298.9,309.8,1390,49.9,21,0,0,0,0,0,0,10.900000000000034,304.35,69361.0,0.08,251.71
8369,L55548,1,298.9,309.8,1534,42.1,23,0,0,0,0,0,0,10.900000000000034,304.35,64581.4,0.05,94.32
8370,L55549,1,298.8,309.7,1953,20.6,25,0,0,0,0,0,0,10.899999999999977,304.25,40231.8,0.2,278.46
8371,L55550,1,298.8,309.8,1634,33.6,27,0,0,0,0,0,0,11.0,304.3,54902.4,0.15,115.13
8372,L55551,1,298.7,309.7,1881,21.7,29,0,0,0,0,0,0,11.0,304.2,40817.7,0.01,0.0
8373,M23232,2,298.8,309.7,1448,44.8,31,0,0,0,0,0,0,10.899999999999977,304.25,64870.399999999994,0.24,671.62
8374,M23233,2,298.7,309.7,1362,50.5,34,0,0,0,0,0,0,11.0,304.2,68781.0,0.21,374.18
8375,L55554,1,298.8,309.7,1225,63.4,37,0,0,0,0,0,0,10.899999999999977,304.25,77665.0,0.29,482.59
8376,M23235,2,298.8,309.6,1384,48.2,39,0,0,0,0,0,0,10.800000000000011,304.20000000000005,66708.8,0.28,353.42
8377,L55556,1,298.8,309.8,1334,49.3,42,0,0,0,0,0,0,11.0,304.3,65766.2,0.18,418.5
8378,L55557,1,298.8,309.7,1336,50.3,44,0,0,0,0,0,0,10.899999999999977,304.25,67200.8,0.21,204.43
8379,M23238,2,298.8,309.9,1331,61.6,46,0,0,0,0,0,0,11.099999999999966,304.35,81989.6,0.12,233.94
8380,L55559,1,298.8,309.9,1629,31.9,49,0,0,0,0,0,0,11.099999999999966,304.35,51965.1,0.27,335.03
8381,L55560,1,298.9,310.0,1776,25.7,51,0,0,0,0,0,0,11.100000000000023,304.45,45643.2,0.17,618.93
8382,H37795,0,298.8,310.0,1530,38.3,53,0,0,0,0,0,0,11.199999999999989,304.4,58598.99999999999,0.1,117.22
8383,L55562,1,298.9,310.0,1719,27.3,58,0,0,0,0,0,0,11.100000000000023,304.45,46928.700000000004,0.0,113.12
8384,M23243,2,298.8,309.9,1495,35.2,60,0,0,0,0,0,0,11.099999999999966,304.35,52624.00000000001,0.18,172.86
8385,L55564,1,298.8,309.7,1450,43.1,63,0,0,0,0,0,0,10.899999999999977,304.25,62495.0,0.16,341.5
8386,H37799,0,298.8,309.8,1563,38.8,65,0,0,0,0,0,0,11.0,304.3,60644.399999999994,0.24,496.07
8387,M23246,2,298.9,309.9,1501,37.1,70,0,0,0,0,0,0,11.0,304.4,55687.1,0.06,556.67
8388,L55567,1,298.8,309.9,1351,47.2,73,0,0,0,0,0,0,11.099999999999966,304.35,63767.200000000004,0.24,571.7
8389,L55568,1,298.9,309.9,1365,46.5,75,0,0,0,0,0,0,11.0,304.4,63472.5,0.0,313.41
8390,L55569,1,298.8,309.9,1525,39.7,77,0,0,0,0,0,0,11.099999999999966,304.35,60542.50000000001,0.18,609.99
8391,M23250,2,298.8,309.8,1288,61.9,79,0,0,0,0,0,0,11.0,304.3,79727.2,0.12,448.56
8392,L55571,1,298.6,309.6,1423,42.7,82,0,0,0,0,0,0,11.0,304.1,60762.100000000006,0.1,871.49
8393,M23252,2,298.5,309.6,1502,39.4,84,0,0,0,0,0,0,11.100000000000023,304.05,59178.799999999996,0.13,461.35
8394,L55573,1,298.5,309.5,1428,43.5,87,0,0,0,0,0,0,11.0,304.0,62118.0,0.07,567.06
8395,M23254,2,298.6,309.5,1566,38.1,89,0,0,0,0,0,0,10.899999999999977,304.05,59664.600000000006,0.06,628.97
8396,M23255,2,298.5,309.5,1483,44.8,92,0,0,0,0,0,0,11.0,304.0,66438.4,0.24,607.04
8397,H37810,0,298.6,309.6,1593,33.3,95,0,0,0,0,0,0,11.0,304.1,53046.899999999994,0.07,569.81
8398,L55577,1,298.5,309.6,1724,26.4,100,0,0,0,0,0,0,11.100000000000023,304.05,45513.6,0.22,644.87
8399,L55578,1,298.5,309.7,2617,12.1,102,1,0,0,1,0,0,11.199999999999989,304.1,31665.7,5.09,5641.1
8400,L55579,1,298.6,309.7,1294,59.4,104,0,0,0,0,0,0,11.099999999999966,304.15,76863.59999999999,0.01,545.14
8401,L55580,1,298.6,309.6,1533,40.7,106,0,0,0,0,0,0,11.0,304.1,62393.100000000006,0.26,768.96
8402,H37815,0,298.5,309.4,1671,31.8,108,0,0,0,0,0,0,10.899999999999977,303.95,53137.8,0.24,606.67
8403,L55582,1,298.5,309.5,1370,52.4,113,0,0,0,0,0,0,11.0,304.0,71788.0,0.24,1084.55
8404,L55583,1,298.5,309.6,1462,45.1,115,0,0,0,0,0,0,11.100000000000023,304.05,65936.2,0.24,902.96
8405,L55584,1,298.4,309.5,1545,36.6,117,0,0,0,0,0,0,11.100000000000023,303.95,56547.0,0.17,516.7
8406,M23265,2,298.4,309.5,1484,41.7,119,0,0,0,0,0,0,11.100000000000023,303.95,61882.8,0.3,831.94
8407,M23266,2,298.4,309.5,1344,45.3,122,0,0,0,0,0,0,11.100000000000023,303.95,60883.2,0.05,424.59
8408,L55587,1,298.4,309.5,1357,50.1,125,0,0,0,0,0,0,11.100000000000023,303.95,67985.7,0.02,759.31
8409,M23268,2,298.5,309.6,1572,33.0,127,0,0,0,0,0,0,11.100000000000023,304.05,51876.0,0.21,841.73
8410,L55589,1,298.5,309.6,1861,26.9,130,0,0,0,0,0,0,11.100000000000023,304.05,50060.899999999994,0.09,740.61
8411,L55590,1,298.5,309.5,1548,44.5,132,0,0,0,0,0,0,11.0,304.0,68886.0,0.18,713.64
8412,L55591,1,298.6,309.8,1496,37.7,134,0,0,0,0,0,0,11.199999999999989,304.20000000000005,56399.200000000004,0.12,742.67
8413,M23272,2,298.6,309.7,1314,49.7,136,0,0,0,0,0,0,11.099999999999966,304.15,65305.8,0.1,898.08
8414,M23273,2,298.6,309.7,1422,49.7,139,0,0,0,0,0,0,11.099999999999966,304.15,70673.40000000001,0.27,1123.37
8415,L55594,1,298.6,309.8,1842,20.1,142,0,0,0,0,0,0,11.199999999999989,304.20000000000005,37024.200000000004,0.04,876.96
8416,M23275,2,298.7,309.9,1434,53.0,144,0,0,0,0,0,0,11.199999999999989,304.29999999999995,76002.0,0.06,547.17
8417,M23276,2,298.8,310.1,1585,31.3,147,0,0,0,0,0,0,11.300000000000011,304.45000000000005,49610.5,0.2,907.08
8418,H37831,0,298.8,310.1,1704,30.7,150,0,0,0,0,0,0,11.300000000000011,304.45000000000005,52312.799999999996,0.23,1018.0
8419,L55598,1,298.9,310.2,1971,23.2,155,0,0,0,0,0,0,11.300000000000011,304.54999999999995,45727.2,0.25,914.78
8420,L55599,1,299.0,310.3,1431,39.9,157,0,0,0,0,0,0,11.300000000000011,304.65,57096.9,0.07,606.15
8421,L55600,1,298.9,310.4,1546,37.7,159,0,0,0,0,0,0,11.5,304.65,58284.200000000004,0.26,862.01
8422,L55601,1,298.9,310.3,1496,36.3,161,0,0,0,0,0,0,11.400000000000034,304.6,54304.799999999996,0.18,1209.97
8423,H37836,0,298.9,310.3,1243,63.0,163,0,0,0,0,0,0,11.400000000000034,304.6,78309.0,0.25,886.28
8424,L55603,1,299.0,310.4,1452,46.2,168,0,0,0,0,0,0,11.399999999999977,304.7,67082.40000000001,0.02,867.13
8425,L55604,1,299.1,310.6,1380,44.7,170,0,0,0,0,0,0,11.5,304.85,61686.00000000001,0.11,936.55
8426,L55605,1,299.2,310.6,1567,38.4,172,0,0,0,0,0,0,11.400000000000034,304.9,60172.799999999996,0.16,996.93
8427,L55606,1,299.1,310.5,1628,35.9,174,0,0,0,0,0,0,11.399999999999977,304.8,58445.2,0.17,992.02
8428,L55607,1,299.1,310.4,1505,46.1,176,0,0,0,0,0,0,11.299999999999955,304.75,69380.5,0.03,1028.37
8429,M23288,2,299.0,310.3,1827,28.0,178,0,0,0,0,0,0,11.300000000000011,304.65,51156.0,0.16,1055.34
8430,L55609,1,299.0,310.3,1577,40.0,181,0,0,0,0,0,0,11.300000000000011,304.65,63080.0,0.2,1011.15
8431,L55610,1,298.9,310.2,1304,57.2,183,0,0,0,0,0,0,11.300000000000011,304.54999999999995,74588.8,0.11,1032.7
8432,H37845,0,298.9,310.1,1324,54.6,185,0,0,0,0,0,0,11.200000000000045,304.5,72290.40000000001,0.15,883.37
8433,L55612,1,298.8,310.0,1537,39.9,190,0,0,0,0,0,0,11.199999999999989,304.4,61326.299999999996,0.09,1111.39
8434,M23293,2,298.8,310.1,1501,48.7,192,0,0,0,0,0,0,11.300000000000011,304.45000000000005,73098.7,0.26,1117.85
8435,M23294,2,298.7,309.9,1654,29.1,195,0,0,0,0,0,0,11.199999999999989,304.29999999999995,48131.4,0.18,1061.49
8436,M23295,2,298.7,310.0,1519,38.1,198,0,0,0,0,0,0,11.300000000000011,304.35,57873.9,0.17,1236.96
8437,L55616,1,298.7,309.9,1371,51.3,201,0,0,0,0,0,0,11.199999999999989,304.29999999999995,70332.3,0.28,1223.9
8438,L55617,1,298.7,309.8,1181,65.9,203,1,0,0,0,1,0,11.100000000000023,304.25,77827.90000000001,7.11,8072.35
8439,L55618,1,298.6,309.8,1469,42.8,205,0,0,0,0,0,0,11.199999999999989,304.20000000000005,62873.2,0.08,1280.14
8440,L55619,1,298.6,309.8,1637,34.6,207,0,0,0,0,0,0,11.199999999999989,304.20000000000005,56640.200000000004,0.19,1079.02
8441,L55620,1,298.6,309.8,1370,56.0,0,0,0,0,0,0,0,11.199999999999989,304.20000000000005,76720.0,0.29,364.76
8442,L55621,1,298.6,309.9,1630,30.6,2,0,0,0,0,0,0,11.299999999999955,304.25,49878.0,0.01,162.43
8443,L55622,1,298.6,310.0,1517,39.0,4,0,0,0,0,0,0,11.399999999999977,304.3,59163.0,0.19,385.03
8444,M23303,2,298.6,309.9,1668,32.3,6,0,0,0,0,0,0,11.299999999999955,304.25,53876.399999999994,0.05,406.48
8445,M23304,2,298.6,309.9,1818,24.9,9,0,0,0,0,0,0,11.299999999999955,304.25,45268.2,0.24,188.68
8446,M23305,2,298.6,310.0,1541,36.9,12,0,0,0,0,0,0,11.399999999999977,304.3,56862.899999999994,0.19,119.81
8447,L55626,1,298.5,309.9,1482,42.1,15,0,0,0,0,0,0,11.399999999999977,304.2,62392.200000000004,0.28,477.58
8448,L55627,1,298.6,310.1,1439,49.9,17,0,0,0,0,0,0,11.5,304.35,71806.09999999999,0.2,426.04
8449,L55628,1,298.5,310.0,1492,41.2,19,0,0,0,0,0,0,11.5,304.25,61470.4,0.01,0.0
8450,L55629,1,298.4,309.9,1725,27.8,21,0,0,0,0,0,0,11.5,304.15,47955.0,0.15,327.72
8451,L55630,1,298.4,310.0,1559,44.2,23,0,0,0,0,0,0,11.600000000000023,304.2,68907.8,0.27,793.63
8452,L55631,1,298.5,310.0,1435,42.5,25,0,0,0,0,0,0,11.5,304.25,60987.5,0.07,210.7
8453,M23312,2,298.6,310.0,1512,37.5,27,0,0,0,0,0,0,11.399999999999977,304.3,56700.0,0.02,293.52
8454,L55633,1,298.6,309.9,1564,37.1,30,0,0,0,0,0,0,11.299999999999955,304.25,58024.4,0.22,606.51
8455,L55634,1,298.6,310.0,1522,40.3,32,0,0,0,0,0,0,11.399999999999977,304.3,61336.6,0.15,685.56
8456,L55635,1,298.6,309.9,1356,59.5,34,0,0,0,0,0,0,11.299999999999955,304.25,80682.0,0.01,216.85
8457,L55636,1,298.6,309.9,1556,38.6,36,0,0,0,0,0,0,11.299999999999955,304.25,60061.600000000006,0.08,447.96
8458,L55637,1,298.6,309.9,1393,45.5,38,0,0,0,0,0,0,11.299999999999955,304.25,63381.5,0.1,171.73
8459,L55638,1,298.7,309.9,1753,26.8,40,0,0,0,0,0,0,11.199999999999989,304.29999999999995,46980.4,0.2,403.73
8460,L55639,1,298.7,309.9,1651,29.5,42,0,0,0,0,0,0,11.199999999999989,304.29999999999995,48704.5,0.14,283.03
8461,L55640,1,298.7,309.9,1372,54.7,44,0,0,0,0,0,0,11.199999999999989,304.29999999999995,75048.40000000001,0.15,87.2
8462,L55641,1,298.7,309.9,1446,43.3,46,0,0,0,0,0,0,11.199999999999989,304.29999999999995,62611.799999999996,0.24,229.54
8463,M23322,2,298.7,309.8,1501,44.7,48,0,0,0,0,0,0,11.100000000000023,304.25,67094.7,0.08,384.5
8464,M23323,2,298.7,309.9,1411,45.1,51,0,0,0,0,0,0,11.199999999999989,304.29999999999995,63636.1,0.2,522.45
8465,H37878,0,298.6,309.7,1672,27.5,54,0,0,0,0,0,0,11.099999999999966,304.15,45980.0,0.11,223.76
8466,M23325,2,298.7,309.8,1475,40.5,59,0,0,0,0,0,0,11.100000000000023,304.25,59737.5,0.13,658.61
8467,L55646,1,298.7,309.8,1469,38.4,62,0,0,0,0,0,0,11.100000000000023,304.25,56409.6,0.17,313.5
8468,L55647,1,298.6,309.8,1704,28.3,64,0,0,0,0,0,0,11.199999999999989,304.20000000000005,48223.200000000004,0.21,568.59
8469,H37882,0,298.6,309.7,1463,39.1,66,0,0,0,0,0,0,11.099999999999966,304.15,57203.3,0.28,547.71
8470,M23329,2,298.6,309.7,1280,64.1,71,0,0,0,0,0,0,11.099999999999966,304.15,82048.0,0.08,451.04
8471,L55650,1,298.7,309.9,1464,38.0,74,0,0,0,0,0,0,11.199999999999989,304.29999999999995,55632.0,0.03,534.78
8472,L55651,1,298.6,309.8,1332,46.4,76,0,0,0,0,0,0,11.199999999999989,304.20000000000005,61804.799999999996,0.13,623.6
8473,L55652,1,298.5,309.7,1634,37.8,78,0,0,0,0,0,0,11.199999999999989,304.1,61765.2,0.16,656.18
8474,M23333,2,298.6,309.8,1430,43.1,80,0,0,0,0,0,0,11.199999999999989,304.20000000000005,61633.0,0.07,557.02
8475,M23334,2,298.5,309.7,1523,44.6,83,0,0,0,0,0,0,11.199999999999989,304.1,67925.8,0.27,494.09
8476,M23335,2,298.5,309.7,1557,37.7,86,0,0,0,0,0,0,11.199999999999989,304.1,58698.9,0.24,840.18
8477,L55656,1,298.5,309.6,1585,32.2,89,0,0,0,0,0,0,11.100000000000023,304.05,51037.00000000001,0.15,435.96
8478,H37891,0,298.5,309.6,1579,33.5,91,0,0,0,0,0,0,11.100000000000023,304.05,52896.5,0.14,579.09
8479,M23338,2,298.5,309.7,1354,60.8,96,0,0,0,0,0,0,11.199999999999989,304.1,82323.2,0.01,437.3
8480,L55659,1,298.6,309.7,1627,33.4,99,0,0,0,0,0,0,11.099999999999966,304.15,54341.799999999996,0.16,707.52
8481,L55660,1,298.4,309.6,1477,35.6,101,0,0,0,0,0,0,11.200000000000045,304.0,52581.200000000004,0.18,612.29
8482,M23341,2,298.3,309.4,1595,29.0,103,0,0,0,0,0,0,11.099999999999966,303.85,46255.0,0.27,761.22
8483,L55662,1,298.4,309.5,1520,38.1,106,0,0,0,0,0,0,11.100000000000023,303.95,57912.0,0.15,922.83
8484,L55663,1,298.3,309.4,1618,31.5,108,0,0,0,0,0,0,11.099999999999966,303.85,50967.0,0.05,395.71
8485,L55664,1,298.4,309.5,1397,50.3,110,0,0,0,0,0,0,11.100000000000023,303.95,70269.09999999999,0.05,599.63
8486,L55665,1,298.4,309.5,1450,47.9,112,0,0,0,0,0,0,11.100000000000023,303.95,69455.0,0.05,442.88
8487,M23346,2,298.5,309.5,1501,40.2,114,0,0,0,0,0,0,11.0,304.0,60340.200000000004,0.28,951.15
8488,L55667,1,298.4,309.4,1392,50.1,117,0,0,0,0,0,0,11.0,303.9,69739.2,0.24,715.99
8489,L55668,1,298.4,309.4,1385,43.2,119,0,0,0,0,0,0,11.0,303.9,59832.00000000001,0.25,850.78
8490,L55669,1,298.4,309.4,1461,46.3,121,0,0,0,0,0,0,11.0,303.9,67644.3,0.25,656.3
8491,M23350,2,298.5,309.6,1364,58.7,123,0,0,0,0,0,0,11.100000000000023,304.05,80066.8,0.03,838.73
8492,L55671,1,298.5,309.5,1579,38.6,126,0,0,0,0,0,0,11.0,304.0,60949.4,0.21,850.92
8493,M23352,2,298.4,309.5,1514,38.8,128,0,0,0,0,0,0,11.100000000000023,303.95,58743.2,0.21,870.66
8494,M23353,2,298.3,309.5,1560,36.9,131,0,0,0,0,0,0,11.199999999999989,303.9,57564.0,0.07,849.36
8495,L55674,1,298.3,309.5,1542,36.7,134,0,0,0,0,0,0,11.199999999999989,303.9,56591.4,0.15,632.29
8496,L55675,1,298.3,309.4,1668,27.1,136,0,0,0,0,0,0,11.099999999999966,303.85,45202.8,0.2,787.75
8497,M23356,2,298.3,309.4,1816,22.6,138,0,0,0,0,0,0,11.099999999999966,303.85,41041.600000000006,0.27,985.51
